=== OpenStack Metrics Report - Thu Jul  3 06:37:01 AM UTC 2025 ===
Project: cloud_app

=== DATABASE SERVER METRICS ===
==========================================
Metrics for db-server (ID: 593a0ace-1d33-42b8-be85-173ec243c43b)
==========================================
Available metrics:
Resource found: 593a0ace-1d33-42b8-be85-173ec243c43b
Available metrics:
  - compute.instance.booting.time
  - cpu
  - disk.ephemeral.size
  - disk.root.size
  - memory
  - memory.resident
  - memory.swap.in
  - memory.swap.out
  - memory.usage
  - power.state
  - vcpus

[0;34m[INFO] Getting CPU metrics for resource 593a0ace-1d33-42b8-be85-173ec243c43b[0m
+---------------------------+-------------+----------------+
| timestamp                 | granularity |          value |
| 2025-07-03T00:10:00+00:00 |       300.0 | 126970000000.0 |
| 2025-07-03T00:15:00+00:00 |       300.0 | 127820000000.0 |
| 2025-07-03T00:20:00+00:00 |       300.0 | 128640000000.0 |
| 2025-07-03T00:25:00+00:00 |       300.0 | 129520000000.0 |
| 2025-07-03T00:30:00+00:00 |       300.0 | 130400000000.0 |
| 2025-07-03T00:35:00+00:00 |       300.0 | 131470000000.0 |
| 2025-07-03T00:40:00+00:00 |       300.0 | 132320000000.0 |
| 2025-07-03T00:45:00+00:00 |       300.0 | 133140000000.0 |
| 2025-07-03T00:50:00+00:00 |       300.0 | 134020000000.0 |
| 2025-07-03T00:55:00+00:00 |       300.0 | 134860000000.0 |
| 2025-07-03T01:00:00+00:00 |       300.0 | 135700000000.0 |
| 2025-07-03T01:05:00+00:00 |       300.0 | 136550000000.0 |
| 2025-07-03T01:10:00+00:00 |       300.0 | 137370000000.0 |
| 2025-07-03T01:15:00+00:00 |       300.0 | 138230000000.0 |
| 2025-07-03T01:20:00+00:00 |       300.0 | 139060000000.0 |
| 2025-07-03T01:25:00+00:00 |       300.0 | 139900000000.0 |
| 2025-07-03T01:30:00+00:00 |       300.0 | 140740000000.0 |
| 2025-07-03T01:35:00+00:00 |       300.0 | 141590000000.0 |
| 2025-07-03T01:40:00+00:00 |       300.0 | 142410000000.0 |
| 2025-07-03T01:45:00+00:00 |       300.0 | 143260000000.0 |
| 2025-07-03T01:50:00+00:00 |       300.0 | 144120000000.0 |
| 2025-07-03T01:55:00+00:00 |       300.0 | 144970000000.0 |
| 2025-07-03T02:00:00+00:00 |       300.0 | 145820000000.0 |
| 2025-07-03T02:05:00+00:00 |       300.0 | 146660000000.0 |
| 2025-07-03T02:10:00+00:00 |       300.0 | 147500000000.0 |
| 2025-07-03T02:15:00+00:00 |       300.0 | 148350000000.0 |
| 2025-07-03T02:20:00+00:00 |       300.0 | 149170000000.0 |
| 2025-07-03T02:25:00+00:00 |       300.0 | 150020000000.0 |
| 2025-07-03T02:30:00+00:00 |       300.0 | 150850000000.0 |
| 2025-07-03T02:35:00+00:00 |       300.0 | 151680000000.0 |
| 2025-07-03T02:40:00+00:00 |       300.0 | 152500000000.0 |
| 2025-07-03T02:45:00+00:00 |       300.0 | 153340000000.0 |
| 2025-07-03T02:50:00+00:00 |       300.0 | 154200000000.0 |
| 2025-07-03T02:55:00+00:00 |       300.0 | 155030000000.0 |
| 2025-07-03T03:00:00+00:00 |       300.0 | 155850000000.0 |
| 2025-07-03T03:05:00+00:00 |       300.0 | 156690000000.0 |
| 2025-07-03T03:10:00+00:00 |       300.0 | 157520000000.0 |
| 2025-07-03T03:15:00+00:00 |       300.0 | 158370000000.0 |
| 2025-07-03T03:20:00+00:00 |       300.0 | 159190000000.0 |
| 2025-07-03T03:25:00+00:00 |       300.0 | 160030000000.0 |
| 2025-07-03T03:30:00+00:00 |       300.0 | 160840000000.0 |
| 2025-07-03T03:35:00+00:00 |       300.0 | 161680000000.0 |
| 2025-07-03T03:40:00+00:00 |       300.0 | 162510000000.0 |
| 2025-07-03T03:45:00+00:00 |       300.0 | 163350000000.0 |
| 2025-07-03T03:50:00+00:00 |       300.0 | 164210000000.0 |
| 2025-07-03T03:55:00+00:00 |       300.0 | 165040000000.0 |
| 2025-07-03T04:00:00+00:00 |       300.0 | 165870000000.0 |
| 2025-07-03T04:05:00+00:00 |       300.0 | 166730000000.0 |
| 2025-07-03T04:10:00+00:00 |       300.0 | 167570000000.0 |
| 2025-07-03T04:15:00+00:00 |       300.0 | 168430000000.0 |
| 2025-07-03T04:20:00+00:00 |       300.0 | 169270000000.0 |
| 2025-07-03T04:25:00+00:00 |       300.0 | 170110000000.0 |
| 2025-07-03T04:30:00+00:00 |       300.0 | 170940000000.0 |
| 2025-07-03T04:35:00+00:00 |       300.0 | 171790000000.0 |
| 2025-07-03T04:40:00+00:00 |       300.0 | 172620000000.0 |
| 2025-07-03T04:45:00+00:00 |       300.0 | 173490000000.0 |
| 2025-07-03T04:50:00+00:00 |       300.0 | 174390000000.0 |
| 2025-07-03T04:55:00+00:00 |       300.0 | 175250000000.0 |
| 2025-07-03T05:00:00+00:00 |       300.0 | 176110000000.0 |
| 2025-07-03T05:05:00+00:00 |       300.0 | 176940000000.0 |
| 2025-07-03T05:10:00+00:00 |       300.0 | 177760000000.0 |
| 2025-07-03T05:15:00+00:00 |       300.0 | 178620000000.0 |
| 2025-07-03T05:20:00+00:00 |       300.0 | 179450000000.0 |
| 2025-07-03T05:25:00+00:00 |       300.0 | 180280000000.0 |
| 2025-07-03T05:30:00+00:00 |       300.0 | 181120000000.0 |
| 2025-07-03T05:35:00+00:00 |       300.0 | 182010000000.0 |
| 2025-07-03T05:40:00+00:00 |       300.0 | 182860000000.0 |
| 2025-07-03T05:45:00+00:00 |       300.0 | 183710000000.0 |
| 2025-07-03T05:50:00+00:00 |       300.0 | 184560000000.0 |
| 2025-07-03T05:55:00+00:00 |       300.0 | 185400000000.0 |
| 2025-07-03T06:00:00+00:00 |       300.0 | 186250000000.0 |
| 2025-07-03T06:05:00+00:00 |       300.0 | 187100000000.0 |
| 2025-07-03T06:10:00+00:00 |       300.0 | 187960000000.0 |
| 2025-07-03T06:15:00+00:00 |       300.0 | 188890000000.0 |
| 2025-07-03T06:20:00+00:00 |       300.0 | 189760000000.0 |
| 2025-07-03T06:25:00+00:00 |       300.0 | 190700000000.0 |
| 2025-07-03T06:30:00+00:00 |       300.0 | 191610000000.0 |
+---------------------------+-------------+----------------+

[0;34m[INFO] Getting memory metrics for resource 593a0ace-1d33-42b8-be85-173ec243c43b[0m
+---------------------------+-------------+--------+
| timestamp                 | granularity |  value |
+---------------------------+-------------+--------+
| 2025-07-02T18:05:00+00:00 |       300.0 | 2048.0 |
| 2025-07-02T19:00:00+00:00 |       300.0 | 2048.0 |
| 2025-07-02T20:00:00+00:00 |       300.0 | 2048.0 |
| 2025-07-02T21:00:00+00:00 |       300.0 | 2048.0 |
| 2025-07-02T22:00:00+00:00 |       300.0 | 2048.0 |
| 2025-07-02T23:00:00+00:00 |       300.0 | 2048.0 |
| 2025-07-03T00:00:00+00:00 |       300.0 | 2048.0 |
| 2025-07-03T01:00:00+00:00 |       300.0 | 2048.0 |
| 2025-07-03T02:00:00+00:00 |       300.0 | 2048.0 |
| 2025-07-03T03:00:00+00:00 |       300.0 | 2048.0 |
| 2025-07-03T04:00:00+00:00 |       300.0 | 2048.0 |
| 2025-07-03T05:00:00+00:00 |       300.0 | 2048.0 |
| 2025-07-03T06:00:00+00:00 |       300.0 | 2048.0 |
+---------------------------+-------------+--------+
+---------------------------+-------------+--------------+
| timestamp                 | granularity |        value |
+---------------------------+-------------+--------------+
| 2025-07-02T18:10:00+00:00 |       300.0 | 428.29296875 |
| 2025-07-02T18:15:00+00:00 |       300.0 | 403.12890625 |
| 2025-07-02T18:20:00+00:00 |       300.0 |     403.3125 |
| 2025-07-02T18:25:00+00:00 |       300.0 | 402.92578125 |
| 2025-07-02T18:30:00+00:00 |       300.0 | 402.91796875 |
| 2025-07-02T18:35:00+00:00 |       300.0 | 402.89453125 |
| 2025-07-02T18:40:00+00:00 |       300.0 | 402.88671875 |
| 2025-07-02T18:45:00+00:00 |       300.0 | 402.85546875 |
| 2025-07-02T18:50:00+00:00 |       300.0 | 402.84765625 |
| 2025-07-02T18:55:00+00:00 |       300.0 | 402.83203125 |
| 2025-07-02T19:00:00+00:00 |       300.0 | 402.82421875 |
| 2025-07-02T19:05:00+00:00 |       300.0 | 402.80078125 |
| 2025-07-02T19:10:00+00:00 |       300.0 | 402.79296875 |
| 2025-07-02T19:15:00+00:00 |       300.0 |  402.7578125 |
| 2025-07-02T19:20:00+00:00 |       300.0 |   402.734375 |
| 2025-07-02T19:25:00+00:00 |       300.0 |  402.7109375 |
| 2025-07-02T19:30:00+00:00 |       300.0 |   402.703125 |
| 2025-07-02T19:35:00+00:00 |       300.0 |     402.6875 |
| 2025-07-02T19:40:00+00:00 |       300.0 |  402.6796875 |
| 2025-07-02T19:45:00+00:00 |       300.0 |    402.65625 |
| 2025-07-02T19:50:00+00:00 |       300.0 |  402.6484375 |
| 2025-07-02T19:55:00+00:00 |       300.0 |      402.625 |
| 2025-07-02T20:00:00+00:00 |       300.0 |  402.6171875 |
| 2025-07-02T20:05:00+00:00 |       300.0 |    402.59375 |
| 2025-07-02T20:10:00+00:00 |       300.0 |   402.578125 |
| 2025-07-02T20:15:00+00:00 |       300.0 | 402.52734375 |
| 2025-07-02T20:20:00+00:00 |       300.0 | 402.51953125 |
| 2025-07-02T20:25:00+00:00 |       300.0 | 402.48828125 |
| 2025-07-02T20:30:00+00:00 |       300.0 | 402.48046875 |
| 2025-07-02T20:35:00+00:00 |       300.0 | 402.46484375 |
| 2025-07-02T20:40:00+00:00 |       300.0 | 402.45703125 |
| 2025-07-02T20:45:00+00:00 |       300.0 | 402.43359375 |
| 2025-07-02T20:50:00+00:00 |       300.0 | 402.42578125 |
| 2025-07-02T20:55:00+00:00 |       300.0 | 402.40234375 |
| 2025-07-02T21:00:00+00:00 |       300.0 | 402.38671875 |
| 2025-07-02T21:05:00+00:00 |       300.0 | 402.37109375 |
| 2025-07-02T21:10:00+00:00 |       300.0 | 402.36328125 |
| 2025-07-02T21:15:00+00:00 |       300.0 | 402.33203125 |
| 2025-07-02T21:20:00+00:00 |       300.0 | 402.32421875 |
| 2025-07-02T21:25:00+00:00 |       300.0 | 402.30078125 |
| 2025-07-02T21:30:00+00:00 |       300.0 | 402.29296875 |
| 2025-07-02T21:35:00+00:00 |       300.0 | 402.13671875 |
| 2025-07-02T21:40:00+00:00 |       300.0 | 402.12890625 |
| 2025-07-02T21:45:00+00:00 |       300.0 | 402.11328125 |
| 2025-07-02T21:50:00+00:00 |       300.0 | 402.10546875 |
| 2025-07-02T21:55:00+00:00 |       300.0 | 402.08203125 |
| 2025-07-02T22:00:00+00:00 |       300.0 | 402.07421875 |
| 2025-07-02T22:05:00+00:00 |       300.0 | 402.05078125 |
| 2025-07-02T22:10:00+00:00 |       300.0 | 402.03515625 |
| 2025-07-02T22:15:00+00:00 |       300.0 |        402.0 |
| 2025-07-02T22:20:00+00:00 |       300.0 |   401.984375 |
| 2025-07-02T22:25:00+00:00 |       300.0 |    401.96875 |
| 2025-07-02T22:30:00+00:00 |       300.0 |  401.9609375 |
| 2025-07-02T22:35:00+00:00 |       300.0 |     401.9375 |
| 2025-07-02T22:40:00+00:00 |       300.0 |  401.9296875 |
| 2025-07-02T22:45:00+00:00 |       300.0 |  402.1171875 |
| 2025-07-02T22:50:00+00:00 |       300.0 |   402.109375 |
| 2025-07-02T22:55:00+00:00 |       300.0 |    402.09375 |
| 2025-07-02T23:00:00+00:00 |       300.0 |  402.0859375 |
| 2025-07-02T23:05:00+00:00 |       300.0 |     402.0625 |
| 2025-07-02T23:10:00+00:00 |       300.0 |  402.0546875 |
| 2025-07-02T23:15:00+00:00 |       300.0 |  402.0234375 |
| 2025-07-02T23:20:00+00:00 |       300.0 |  402.0078125 |
| 2025-07-02T23:25:00+00:00 |       300.0 |   401.984375 |
| 2025-07-02T23:30:00+00:00 |       300.0 |  401.9765625 |
| 2025-07-02T23:35:00+00:00 |       300.0 |  401.9609375 |
| 2025-07-02T23:40:00+00:00 |       300.0 |   401.953125 |
| 2025-07-02T23:45:00+00:00 |       300.0 |  401.9296875 |
| 2025-07-02T23:50:00+00:00 |       300.0 |  401.9140625 |
| 2025-07-02T23:55:00+00:00 |       300.0 |   401.890625 |
| 2025-07-03T00:00:00+00:00 |       300.0 |  401.1953125 |
| 2025-07-03T00:05:00+00:00 |       300.0 |   401.171875 |
| 2025-07-03T00:10:00+00:00 |       300.0 |  401.1640625 |
| 2025-07-03T00:15:00+00:00 |       300.0 |   401.140625 |
| 2025-07-03T00:20:00+00:00 |       300.0 |      401.125 |
| 2025-07-03T00:25:00+00:00 |       300.0 |  401.1015625 |
| 2025-07-03T00:30:00+00:00 |       300.0 |    401.09375 |
| 2025-07-03T00:35:00+00:00 |       300.0 | 400.19921875 |
| 2025-07-03T00:40:00+00:00 |       300.0 |  400.1015625 |
| 2025-07-03T00:45:00+00:00 |       300.0 |   400.078125 |
| 2025-07-03T00:50:00+00:00 |       300.0 |  400.0703125 |
| 2025-07-03T00:55:00+00:00 |       300.0 |   400.046875 |
| 2025-07-03T01:00:00+00:00 |       300.0 |    400.03125 |
| 2025-07-03T01:05:00+00:00 |       300.0 | 400.00390625 |
| 2025-07-03T01:10:00+00:00 |       300.0 | 399.99609375 |
| 2025-07-03T01:15:00+00:00 |       300.0 | 399.96484375 |
| 2025-07-03T01:20:00+00:00 |       300.0 | 399.95703125 |
| 2025-07-03T01:25:00+00:00 |       300.0 | 399.93359375 |
| 2025-07-03T01:30:00+00:00 |       300.0 | 399.92578125 |
| 2025-07-03T01:35:00+00:00 |       300.0 | 399.89453125 |
| 2025-07-03T01:40:00+00:00 |       300.0 | 399.88671875 |
| 2025-07-03T01:45:00+00:00 |       300.0 | 399.87109375 |
| 2025-07-03T01:50:00+00:00 |       300.0 | 399.86328125 |
| 2025-07-03T01:55:00+00:00 |       300.0 | 399.83984375 |
| 2025-07-03T02:00:00+00:00 |       300.0 | 399.83203125 |
| 2025-07-03T02:05:00+00:00 |       300.0 | 399.81640625 |
| 2025-07-03T02:10:00+00:00 |       300.0 | 399.80078125 |
| 2025-07-03T02:15:00+00:00 |       300.0 | 399.76953125 |
| 2025-07-03T02:20:00+00:00 |       300.0 | 399.76171875 |
| 2025-07-03T02:25:00+00:00 |       300.0 | 399.73828125 |
| 2025-07-03T02:30:00+00:00 |       300.0 | 399.73046875 |
| 2025-07-03T02:35:00+00:00 |       300.0 | 399.70703125 |
| 2025-07-03T02:40:00+00:00 |       300.0 | 399.69140625 |
| 2025-07-03T02:45:00+00:00 |       300.0 | 399.67578125 |
| 2025-07-03T02:50:00+00:00 |       300.0 | 399.66796875 |
| 2025-07-03T02:55:00+00:00 |       300.0 | 399.64453125 |
| 2025-07-03T03:00:00+00:00 |       300.0 | 399.63671875 |
| 2025-07-03T03:05:00+00:00 |       300.0 | 399.62109375 |
| 2025-07-03T03:10:00+00:00 |       300.0 | 399.60546875 |
| 2025-07-03T03:15:00+00:00 |       300.0 | 399.58203125 |
| 2025-07-03T03:20:00+00:00 |       300.0 | 399.56640625 |
| 2025-07-03T03:25:00+00:00 |       300.0 | 399.41796875 |
| 2025-07-03T03:30:00+00:00 |       300.0 | 399.41015625 |
| 2025-07-03T03:35:00+00:00 |       300.0 | 399.39453125 |
| 2025-07-03T03:40:00+00:00 |       300.0 | 399.38671875 |
| 2025-07-03T03:45:00+00:00 |       300.0 |  399.3515625 |
| 2025-07-03T03:50:00+00:00 |       300.0 |  399.3359375 |
| 2025-07-03T03:55:00+00:00 |       300.0 |  399.3203125 |
| 2025-07-03T04:00:00+00:00 |       300.0 |     399.3125 |
| 2025-07-03T04:05:00+00:00 |       300.0 |  399.2890625 |
| 2025-07-03T04:10:00+00:00 |       300.0 |    399.28125 |
| 2025-07-03T04:15:00+00:00 |       300.0 |       399.25 |
| 2025-07-03T04:20:00+00:00 |       300.0 |  399.4765625 |
| 2025-07-03T04:25:00+00:00 |       300.0 |   399.453125 |
| 2025-07-03T04:30:00+00:00 |       300.0 |  399.4453125 |
| 2025-07-03T04:35:00+00:00 |       300.0 |  399.4296875 |
| 2025-07-03T04:40:00+00:00 |       300.0 |   399.421875 |
| 2025-07-03T04:45:00+00:00 |       300.0 |  399.3984375 |
| 2025-07-03T04:50:00+00:00 |       300.0 |   399.390625 |
| 2025-07-03T04:55:00+00:00 |       300.0 |      399.375 |
| 2025-07-03T05:00:00+00:00 |       300.0 |  399.3671875 |
| 2025-07-03T05:05:00+00:00 |       300.0 |    399.34375 |
| 2025-07-03T05:10:00+00:00 |       300.0 |  399.3359375 |
| 2025-07-03T05:15:00+00:00 |       300.0 |  399.3046875 |
| 2025-07-03T05:20:00+00:00 |       300.0 |   399.296875 |
| 2025-07-03T05:25:00+00:00 |       300.0 |  399.2734375 |
| 2025-07-03T05:30:00+00:00 |       300.0 |   399.265625 |
| 2025-07-03T05:35:00+00:00 |       300.0 |   399.203125 |
| 2025-07-03T05:40:00+00:00 |       300.0 |  399.1953125 |
| 2025-07-03T05:45:00+00:00 |       300.0 |  399.1796875 |
| 2025-07-03T05:50:00+00:00 |       300.0 |   399.171875 |
| 2025-07-03T05:55:00+00:00 |       300.0 |  399.1484375 |
| 2025-07-03T06:00:00+00:00 |       300.0 |   399.140625 |
| 2025-07-03T06:05:00+00:00 |       300.0 |  399.1171875 |
| 2025-07-03T06:10:00+00:00 |       300.0 |   399.109375 |
| 2025-07-03T06:15:00+00:00 |       300.0 | 399.04296875 |
| 2025-07-03T06:20:00+00:00 |       300.0 | 399.03515625 |
| 2025-07-03T06:25:00+00:00 |       300.0 |  398.9453125 |
| 2025-07-03T06:30:00+00:00 |       300.0 |     398.9375 |
+---------------------------+-------------+--------------+
+---------------------------+-------------+---------------+
| timestamp                 | granularity |         value |
+---------------------------+-------------+---------------+
| 2025-07-02T18:10:00+00:00 |       300.0 |  2046.2109375 |
| 2025-07-02T18:15:00+00:00 |       300.0 |    2057.40625 |
| 2025-07-02T18:20:00+00:00 |       300.0 |  2057.3984375 |
| 2025-07-02T18:25:00+00:00 |       300.0 |  2057.3984375 |
| 2025-07-02T18:30:00+00:00 |       300.0 |  2056.8203125 |
| 2025-07-02T18:35:00+00:00 |       300.0 |  2056.8203125 |
| 2025-07-02T18:40:00+00:00 |       300.0 |  2056.6953125 |
| 2025-07-02T18:45:00+00:00 |       300.0 |  2056.6953125 |
| 2025-07-02T18:50:00+00:00 |       300.0 |  2056.6953125 |
| 2025-07-02T18:55:00+00:00 |       300.0 |  2056.6953125 |
| 2025-07-02T19:00:00+00:00 |       300.0 |  2056.6953125 |
| 2025-07-02T19:05:00+00:00 |       300.0 |  2056.6953125 |
| 2025-07-02T19:10:00+00:00 |       300.0 |  2056.6953125 |
| 2025-07-02T19:15:00+00:00 |       300.0 |  2056.7578125 |
| 2025-07-02T19:20:00+00:00 |       300.0 |  2056.7578125 |
| 2025-07-02T19:25:00+00:00 |       300.0 |  2056.7578125 |
| 2025-07-02T19:30:00+00:00 |       300.0 |  2056.6953125 |
| 2025-07-02T19:35:00+00:00 |       300.0 |  2056.6953125 |
| 2025-07-02T19:40:00+00:00 |       300.0 |  2056.6953125 |
| 2025-07-02T19:45:00+00:00 |       300.0 |  2056.6953125 |
| 2025-07-02T19:50:00+00:00 |       300.0 |  2056.6953125 |
| 2025-07-02T19:55:00+00:00 |       300.0 |  2056.6953125 |
| 2025-07-02T20:00:00+00:00 |       300.0 |  2056.6953125 |
| 2025-07-02T20:05:00+00:00 |       300.0 |   2056.703125 |
| 2025-07-02T20:10:00+00:00 |       300.0 |   2056.703125 |
| 2025-07-02T20:15:00+00:00 |       300.0 |   2056.828125 |
| 2025-07-02T20:20:00+00:00 |       300.0 | 2056.81640625 |
| 2025-07-02T20:25:00+00:00 |       300.0 | 2056.81640625 |
| 2025-07-02T20:30:00+00:00 |       300.0 | 2056.69140625 |
| 2025-07-02T20:35:00+00:00 |       300.0 | 2056.69140625 |
| 2025-07-02T20:40:00+00:00 |       300.0 | 2056.69140625 |
| 2025-07-02T20:45:00+00:00 |       300.0 | 2056.69140625 |
| 2025-07-02T20:50:00+00:00 |       300.0 | 2056.69140625 |
| 2025-07-02T20:55:00+00:00 |       300.0 | 2056.69140625 |
| 2025-07-02T21:00:00+00:00 |       300.0 | 2056.69140625 |
| 2025-07-02T21:05:00+00:00 |       300.0 | 2056.69140625 |
| 2025-07-02T21:10:00+00:00 |       300.0 | 2056.69140625 |
| 2025-07-02T21:15:00+00:00 |       300.0 | 2056.69140625 |
| 2025-07-02T21:20:00+00:00 |       300.0 | 2056.69140625 |
| 2025-07-02T21:25:00+00:00 |       300.0 | 2056.69140625 |
| 2025-07-02T21:30:00+00:00 |       300.0 | 2056.69140625 |
| 2025-07-02T21:35:00+00:00 |       300.0 | 2056.69140625 |
| 2025-07-02T21:40:00+00:00 |       300.0 | 2056.69140625 |
| 2025-07-02T21:45:00+00:00 |       300.0 | 2056.69140625 |
| 2025-07-02T21:50:00+00:00 |       300.0 | 2056.69140625 |
| 2025-07-02T21:55:00+00:00 |       300.0 | 2056.69140625 |
| 2025-07-02T22:00:00+00:00 |       300.0 | 2056.69140625 |
| 2025-07-02T22:05:00+00:00 |       300.0 | 2056.69140625 |
| 2025-07-02T22:10:00+00:00 |       300.0 | 2056.69140625 |
| 2025-07-02T22:15:00+00:00 |       300.0 | 2056.77734375 |
| 2025-07-02T22:20:00+00:00 |       300.0 | 2056.75390625 |
| 2025-07-02T22:25:00+00:00 |       300.0 | 2056.75390625 |
| 2025-07-02T22:30:00+00:00 |       300.0 | 2056.69140625 |
| 2025-07-02T22:35:00+00:00 |       300.0 | 2056.69140625 |
| 2025-07-02T22:40:00+00:00 |       300.0 | 2056.69140625 |
| 2025-07-02T22:45:00+00:00 |       300.0 | 2056.69140625 |
| 2025-07-02T22:50:00+00:00 |       300.0 | 2056.69140625 |
| 2025-07-02T22:55:00+00:00 |       300.0 | 2056.69140625 |
